Name,Type,Ratings,Reviews,Menu_Price,Rooms,Pax_Min,Pax_Max,Destination,Amenities_+more
ambrosia resort,"marriage garden / lawns, 3 star hotels with banquets",5.0,1,649.0,50,50,700,pune,3
the majestic banquet hall and lounge bar,"banquet halls, marriage garden / lawns",5.0,1,650.0,21,700,1000,pune,1
"shivar garden, pimple saudagar",banquet halls,5.0,0,550.0,21,150,250,pune,2
sri-sawai banquets,"banquet halls, convention / function halls",5.0,0,150000.0,2,450,700,pune,4
florence the lawn,marriage garden / lawns,5.0,0,650.0,21,350,550,lucknow,2
sbe banquets,banquet halls,5.0,0,1299.0,21,150,220,lucknow,2
khwaja lawn,marriage garden / lawns,5.0,0,300.0,21,600,1000,lucknow,2
mayur garden,"marriage garden / lawns, wedding farmhouses",5.0,0,1300.0,8,1000,1500,lucknow,3
shree nath marriage hall,banquet halls,5.0,0,65000.0,21,250,350,lucknow,3
tayyab marriage hall,marriage garden / lawns,5.0,0,500.0,21,300,500,lucknow,2
m r club & banquet,"banquet halls, small function / party halls",5.0,0,650.0,21,200,500,lucknow,1
ss lawn,marriage garden / lawns,5.0,0,400.0,21,300,450,lucknow,2
sammy grand,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,18,100,150,lucknow,3
guru nanak marriage lawn,"banquet halls, marriage garden / lawns",5.0,0,800.0,12,650,800,lucknow,4
the lillivillas,"banquet halls, 3 star hotels with banquets",5.0,0,1400.0,37,250,300,lucknow,3
khatirdari upvan,marriage garden / lawns,5.0,0,900.0,21,500,750,lucknow,2
hotel myriad,"banquet halls, 3 star hotels with banquets",5.0,0,850.0,23,30,160,lucknow,3
maan lawn,marriage garden / lawns,5.0,0,600.0,21,500,700,lucknow,2
citizen banquet hall,"banquet halls, convention / function halls",5.0,0,300.0,21,150,500,lucknow,2
savotel,"banquet halls, 3 star hotels with banquets",5.0,0,1200.0,32,250,500,lucknow,3
vandana lawn,marriage garden / lawns,5.0,0,750.0,21,550,800,lucknow,2
hotel buddha residency,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,24,100,150,lucknow,3
hotel krishna restaurant,"3 star hotels with banquets, small function / party halls",4.8,2,400.0,25,100,140,jaipur,3
b r paradise,"banquet halls, marriage garden / lawns",4.5,1,350.0,21,200,1200,jaipur,2
area 11 lounge cafe,banquet halls,5.0,0,600.0,21,120,200,jaipur,1
hotel manohar palace,"3 star hotels with banquets, small function / party halls",5.0,0,400.0,27,60,100,jaipur,3
mahadev marriage garden,marriage garden / lawns,5.0,0,600.0,21,200,500,jaipur,3
anand van,"banquet halls, marriage garden / lawns",4.5,2,1000.0,21,350,1800,jaipur,1
club trove,small function / party halls,5.0,0,700.0,21,60,150,jaipur,2
chanda garden,"marriage garden / lawns, venues with rooms",5.0,2,500.0,36,170,1500,jaipur,3
restro nh 11,"small function / party halls, small function / party halls",5.0,0,850.0,21,90,150,jaipur,2
bissau palace,"marriage garden / lawns, 3 star hotels with banquets",5.0,1,1200.0,40,60,80,jaipur,3
reet mahal ( unit of event master llp),"banquet halls, marriage garden / lawns",5.0,0,800.0,24,400,600,jaipur,3
the artists' farm,marriage garden / lawns,5.0,0,150000.0,6,100,120,jaipur,4
savista retreat,"marriage garden / lawns, 3 star hotels with banquets",5.0,3,1550.0,21,200,500,jaipur,2
hotel bagga vilas,"banquet halls, marriage garden / lawns",5.0,0,600.0,20,100,250,jaipur,3
logan berry sky lounge,small function / party halls,5.0,0,650.0,21,40,100,jaipur,2
poonam marriage garden,marriage garden / lawns,5.0,0,400.0,21,2000,3000,jaipur,2
jaipur marriott hotel,"4 star & above wedding hotels, banquet halls",4.6,17,2500.0,374,10,800,jaipur,3
shubham resorts,"banquet halls, marriage garden / lawns",5.0,2,750.0,72,100,1000,jaipur,3
hotel piccaso pachim vihar,banquet halls,5.0,6,750.0,21,750,850,ncr,2
sawan banquets,banquet halls,5.0,2,1000.0,21,150,250,ncr,2
kings valley surajkund,"banquet halls, marriage garden / lawns",5.0,13,1250.0,80,150,1500,ncr,3
shantideep garden resort,"banquet halls, marriage garden / lawns",5.0,1,170000.0,21,250,700,ncr,3
kansals angana,"banquet halls, marriage garden / lawns",5.0,1,1000.0,21,200,500,ncr,1
the ananta banquet,"banquet halls, marriage garden / lawns",5.0,2,1200.0,2,250,600,ncr,3
"the grand dreams, shivaji marg (grandreams)",banquet halls,4.5,2,1450.0,21,1450,1550,ncr,2
hotel parktel,"banquet halls, 3 star hotels with banquets",4.8,2,900.0,32,30,200,ncr,4
woods cafe,"banquet halls, marriage garden / lawns",4.5,1,700.0,21,30,300,ncr,2
clarens hotel - leisure valley,"4 star & above wedding hotels, banquet halls",5.0,2,1800.0,32,50,150,ncr,3
hotel la wisteria,"banquet halls, 3 star hotels with banquets",5.0,1,700.0,20,100,150,ncr,3
shagun garden,"banquet halls, marriage garden / lawns",5.0,1,950.0,21,200,1500,ncr,2
golden spoon banquet,banquet halls,5.0,3,1400.0,21,120,400,ncr,2
lily white,"banquet halls, marriage garden / lawns",5.0,19,1400.0,25,150,700,ncr,3
wok in the clouds,"party restaurants / lounge bars, small function / party halls",4.8,4,1050.0,21,50,70,ncr,2
swagath restaurant,small function / party halls,5.0,1,695.0,21,70,150,ncr,2
eminence banquet,"banquet halls, venues with rooms",5.0,1,1200.0,1,200,300,ncr,3
the grand aurra,"banquet halls, marriage garden / lawns",4.9,14,1800.0,28,100,1000,ncr,5
sri pappammal thirumana mahal,"banquet halls, kalyana mandapams",5.0,0,250.0,21,300,450,chennai,2
s.s.k thirumana maaligai,banquet halls,5.0,0,300.0,21,210,300,chennai,3
sri ammanaa mahaall,banquet halls,5.0,0,300.0,21,350,700,chennai,2
yamnas banquet hall,"banquet halls, 3 star hotels with banquets",5.0,0,250.0,13,120,200,chennai,3
shriraj mahal,banquet halls,5.0,0,300.0,21,630,1050,chennai,2
anandavalli party hall,banquet halls,5.0,0,300.0,21,210,300,chennai,2
lakshmi balaraman thirumana koodam,"banquet halls, kalyana mandapams",5.0,1,300.0,21,600,900,chennai,3
brownstar boutique hotel,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,25,120,200,chennai,3
sri ss lakshmi palace,banquet halls,5.0,0,800.0,21,400,600,chennai,2
yoga ramaswamy nadar mahal,banquet halls,5.0,0,350.0,21,500,750,chennai,2
sreesai mahal,banquet halls,5.0,0,50000.0,21,300,400,chennai,3
delhi dhabha,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,100,200,chennai,2
madras gymkhana club,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,395.0,14,300,400,chennai,3
"kakade palace, kothrud","banquet halls, venues with rooms",5.0,1,500.0,2,800,1200,pune,4
the blue lake resort,"marriage garden / lawns, wedding farmhouses",5.0,0,100000.0,4,600,800,pune,4
holy mountain resort,wedding resorts,5.0,0,400.0,35,600,2000,pune,4
gulmohor village resort & farms,marriage garden / lawns,5.0,0,450.0,21,600,900,pune,2
pawana farms,marriage garden / lawns,5.0,0,100000.0,21,400,500,pune,3
heritage view resort,marriage garden / lawns,5.0,0,450.0,21,380,600,pune,2
goyal garden,"banquet halls, marriage garden / lawns",5.0,0,400.0,15,400,2250,pune,3
dengale garden mangal karyalya,"banquet halls, marriage garden / lawns",5.0,0,800.0,21,1350,1800,pune,1
"gokul pure veg, katraj","banquet halls, small function / party halls",5.0,1,400.0,21,200,500,pune,1
dakkhan banquet,banquet halls,5.0,0,649.0,2,200,250,pune,3
pushkaraj garden,banquet halls,5.0,0,500.0,21,250,350,pune,2
"picaddle resort, lonavala",wedding resorts,5.0,1,800.0,21,800,900,pune,2
raj palace,banquet halls,5.0,0,500.0,21,150,250,lucknow,2
veena lawn,marriage garden / lawns,5.0,0,400.0,21,350,550,lucknow,2
the awadh airport lucknow,"banquet halls, 3 star hotels with banquets",5.0,0,450.0,25,250,350,lucknow,3
sr palace,"banquet halls, convention / function halls",5.0,0,400.0,21,300,500,lucknow,2
shaury estate,marriage garden / lawns,5.0,0,700.0,21,500,700,lucknow,2
k.k.palace,marriage garden / lawns,5.0,0,500.0,21,380,600,lucknow,2
the grand jbr,"4 star & above wedding hotels, banquet halls",5.0,9,1250.0,21,200,500,lucknow,2
samriddhi lawn,marriage garden / lawns,5.0,0,600.0,21,900,1500,lucknow,2
mk palace,"banquet halls, convention / function halls",5.0,0,45000.0,21,400,600,lucknow,3
nattha by indian culture,"banquet halls, 3 star hotels with banquets",4.7,5,500.0,10,60,200,lucknow,4
jagdish lawn,marriage garden / lawns,5.0,0,450.0,21,350,550,lucknow,2
shree house banquet hall,banquet halls,5.0,0,400.0,21,200,300,lucknow,2
monarca banquet hall n lawn,"banquet halls, marriage garden / lawns",5.0,0,1000.0,21,500,1000,lucknow,3
hotel sudha inn,"banquet halls, 3 star hotels with banquets",5.0,0,899.0,20,350,500,lucknow,3
shakuntala marriage hall,banquet halls,5.0,0,450.0,21,250,350,lucknow,2
prithvi guest house,"marriage garden / lawns, 3 star hotels with banquets",4.5,1,850.0,15,400,2000,lucknow,3
man mandir marriage garden,marriage garden / lawns,5.0,0,400.0,21,750,1000,jaipur,2
choudhary kanaram paradise,marriage garden / lawns,5.0,0,500.0,21,800,1100,jaipur,2
hotel panchsheel,"banquet halls, 3 star hotels with banquets",5.0,0,300.0,20,120,200,jaipur,3
the land sand hotel,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,24,100,150,jaipur,4
sarover marriage garden,"banquet halls, marriage garden / lawns",5.0,1,600.0,21,200,1500,jaipur,2
sant shri krishna,"banquet halls, marriage garden / lawns",5.0,0,450.0,10,200,500,jaipur,4
anantam marriage garden,"banquet halls, marriage garden / lawns",5.0,2,600.0,21,700,2200,jaipur,2
kanhaiya lal halwai,"banquet halls, convention / function halls",5.0,0,500.0,21,400,500,jaipur,3
leeway banquet,banquet halls,5.0,0,800.0,21,120,180,jaipur,2
radha govind villas marriage garden,"banquet halls, marriage garden / lawns",4.5,1,500.0,21,100,1500,jaipur,2
ka10 square hotel & banquets,"banquet halls, 3 star hotels with banquets",5.0,1,700.0,19,50,150,jaipur,3
tadka banquet,small function / party halls,5.0,0,600.0,21,60,100,jaipur,2
bal niwas marriage garden,marriage garden / lawns,5.0,0,450.0,21,1500,2300,jaipur,2
abhinandan garden,"banquet halls, marriage garden / lawns",5.0,1,400.0,21,150,2000,jaipur,2
garden house,marriage garden / lawns,5.0,0,600.0,21,300,1000,jaipur,2
hotel mohan,"banquet halls, 3 star hotels with banquets",5.0,0,700.0,60,50,80,jaipur,3
hotel sarvmangla garden,"banquet halls, marriage garden / lawns",5.0,0,800.0,20,200,1000,jaipur,3
jaipur gymkhana club,"marriage garden / lawns, wedding resorts",5.0,0,549.0,30,300,600,jaipur,3
natraj greens,marriage garden / lawns,5.0,1,850.0,21,700,1000,ncr,2
golden orchid,marriage garden / lawns,5.0,2,1300.0,21,1600,2000,ncr,2
hyatt regency delhi,"4 star & above wedding hotels, destination wedding venues",4.8,13,3500.0,21,200,500,ncr,2
courtyard by marriott aravali resort,"banquet halls, marriage garden / lawns",5.0,1,4000.0,150,100,350,ncr,3
radisson blu-faridabad,"4 star & above wedding hotels, banquet halls",4.8,8,2900.0,124,50,450,ncr,3
miraya banquet,"banquet halls, convention / function halls",5.0,6,65000.0,21,200,500,ncr,2
govindam bhawan,banquet halls,5.0,1,800.0,21,125,350,ncr,2
uforia,"party restaurants / lounge bars, banquet halls",5.0,1,1200.0,21,200,300,ncr,2
vivanta surajkund,"4 star & above wedding hotels, banquet halls",4.8,18,3500.0,286,80,500,ncr,3
"the oberoi, gurgaon","4 star & above wedding hotels, destination wedding venues",4.9,9,3300.0,21,200,500,ncr,3
marina dream banquet,"banquet halls, convention / function halls",5.0,6,1000.0,21,200,500,ncr,2
cherish forever,"banquet halls, convention / function halls",5.0,5,1400.0,21,120,550,ncr,2
square 9 inn,"3 star hotels with banquets, venues with rooms",5.0,6,700.0,27,700,800,ncr,3
junction 36,"banquet halls, convention / function halls",5.0,1,700.0,21,500,600,ncr,2
ashoka avenue orchid palace,"banquet halls, marriage garden / lawns",5.0,6,2000.0,10,50,2000,ncr,3
sydney grand by pandhi decorators,"banquet halls, marriage garden / lawns",5.0,1,1850.0,25,300,2000,ncr,3
the retreat resort,"marriage garden / lawns, 3 star hotels with banquets",5.0,1,500.0,18,100,600,ncr,3
satyam banquets,"banquet halls, venues with rooms",5.0,2,900.0,13,50,300,ncr,3
ashirwad greens,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,200,400,ncr,2
aggarwal bhawan,banquet halls,5.0,2,900.0,21,350,450,ncr,2
maha periyava utsav sthala - mpus banquet hall,"banquet halls, venues with rooms",5.0,0,60000.0,4,250,300,chennai,4
udayam mahal,banquet halls,5.0,1,400.0,21,400,500,chennai,2
sri annai party hall,banquet halls,5.0,0,300.0,21,300,450,chennai,2
chellammal sakthi thirumana maaligai,banquet halls,5.0,0,300.0,21,500,700,chennai,2
srs kalyana mandapam,"banquet halls, kalyana mandapams",5.0,0,350.0,12,350,500,chennai,3
la chocolate,"party restaurants / lounge bars, small function / party halls",5.0,0,300.0,21,30,50,chennai,2
shree hall,"banquet halls, venues with rooms",5.0,1,500.0,10,250,900,chennai,3
paati veedu,"party restaurants / lounge bars, banquet halls",5.0,0,1000.0,21,100,150,chennai,2
reva hall,banquet halls,5.0,1,27000.0,5,200,300,chennai,4
food village banquet hall and lawn,banquet halls,5.0,1,350.0,21,300,450,chennai,2
vishnu mahal,banquet halls,5.0,0,500.0,2,120,700,chennai,4
selvi marriage hall,banquet halls,5.0,0,300.0,21,300,450,chennai,2
sree akshayam vaibhavam hall,"banquet halls, small function / party halls",5.0,3,250.0,21,100,150,chennai,2
nadhaswaram function hall,"banquet halls, convention / function halls",5.0,1,300.0,21,120,200,chennai,2
ambassador pallava hotel,"4 star & above wedding hotels, banquet halls",5.0,2,900.0,100,50,650,chennai,3
maruvoor arasi gardens,banquet halls,5.0,0,700.0,21,200,500,chennai,1
sri gajalakshmi kalyana mandapam,"banquet halls, kalyana mandapams",4.8,2,400.0,21,1000,1500,chennai,2
enrise by sayaji hotel,"banquet halls, marriage garden / lawns",5.0,0,799.0,29,210,350,pune,3
parinay mangal karyalaya,"banquet halls, destination wedding venues",5.0,0,800.0,40,300,400,pune,3
e-square,"banquet halls, marriage garden / lawns",4.7,6,650.0,21,650,750,pune,2
hotel basera,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,53,100,200,pune,3
atlantis,small function / party halls,5.0,1,700.0,21,80,100,pune,3
aamby valley city,"banquet halls, marriage garden / lawns",4.6,11,6500.0,21,200,500,pune,2
indraprasth lawns,marriage garden / lawns,5.0,0,500.0,21,1500,2500,pune,1
denit banquet hall,"banquet halls, small function / party halls",5.0,0,600.0,21,60,100,pune,2
basilica holiday home,"banquet halls, marriage garden / lawns",5.0,0,400.0,45,70,1000,pune,3
"hotel supreme heritage, kalyani nagar","banquet halls, small function / party halls",5.0,0,550.0,42,90,300,pune,3
hotel shipra regency,"banquet halls, 3 star hotels with banquets",5.0,0,300.0,28,250,330,pune,3
sheraton grand pune,"4 star & above wedding hotels, banquet halls",4.7,9,2400.0,21,200,500,pune,2
prathamesh resort,"banquet halls, marriage garden / lawns",5.0,6,120000.0,47,150,1000,pune,4
morya palace - banquet hall and lawns,"banquet halls, marriage garden / lawns",5.0,3,599.0,19,400,3000,pune,3
suchitra saunskrutik hall,banquet halls,5.0,0,60000.0,21,120,150,pune,3
"chandrabhaga lawns, pimpri",marriage garden / lawns,5.0,0,650.0,21,200,500,pune,1
glory celebrations,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,10,100,250,pune,3
premier inn,"banquet halls, marriage garden / lawns",5.0,0,600.0,109,600,750,pune,3
clarinet lawn,"banquet halls, marriage garden / lawns",5.0,0,600.0,21,60,700,lucknow,2
lucknow imperial garden,marriage garden / lawns,5.0,0,45000.0,21,800,1000,lucknow,3
aadya lawn & resort,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,200,500,lucknow,2
hotel ss4 crystals,"banquet halls, 3 star hotels with banquets",5.0,0,1299.0,14,60,100,lucknow,3
the marigold banquet,banquet halls,5.0,0,600.0,21,120,200,lucknow,2
shri kuberji lawn,marriage garden / lawns,5.0,0,700.0,21,900,1500,lucknow,2
vintage greens farm,"banquet halls, marriage garden / lawns",5.0,2,799.0,2,500,700,lucknow,3
mahdi's lawn,marriage garden / lawns,5.0,0,45000.0,21,250,300,lucknow,3
celebration palace,"banquet halls, marriage garden / lawns",5.0,0,600.0,21,250,500,lucknow,2
mangalam banquet hall,"banquet halls, convention / function halls",5.0,1,700.0,21,250,500,lucknow,2
santorini resort,"banquet halls, marriage garden / lawns",5.0,1,1050.0,42,120,600,lucknow,3
ishanika hotel,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,200,500,lucknow,2
saubhagya marriage lawn,"banquet halls, marriage garden / lawns",5.0,0,20000.0,3,150,200,lucknow,4
rim jhim palace,banquet halls,5.0,0,450.0,21,100,150,lucknow,2
babul paradise garden,marriage garden / lawns,5.0,0,400.0,21,700,1000,jaipur,2
new ganpati garden,marriage garden / lawns,5.0,0,450.0,21,400,600,jaipur,2
jewels banquets & resorts,"banquet halls, marriage garden / lawns",5.0,7,2000.0,40,150,1000,jaipur,3
the golden days club resort & spa,wedding farmhouses,5.0,4,550.0,68,110,500,jaipur,5
hotel jaipur pride,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,14,50,100,jaipur,3
hotel k mahaveer,"banquet halls, marriage garden / lawns",5.0,0,650.0,40,700,1000,jaipur,2
kanak palace garden,marriage garden / lawns,5.0,0,450.0,21,380,600,jaipur,2
the deep purple,small function / party halls,5.0,0,700.0,21,40,100,jaipur,2
hotel mamta paradise,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,25,170,250,jaipur,3
sodhani farm,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,200,500,jaipur,2
sirsi palace,"banquet halls, marriage garden / lawns",5.0,1,800.0,4,240,700,jaipur,3
haveli garden,marriage garden / lawns,5.0,0,300.0,21,900,1500,jaipur,2
apex intercontinental,"banquet halls, 3 star hotels with banquets",5.0,2,500.0,21,200,500,jaipur,2
yohaan farms,"marriage garden / lawns, wedding farmhouses",5.0,1,1000.0,4,300,500,jaipur,4
hotel avana,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,18,450,550,jaipur,4
hotel magenta,"banquet halls, 3 star hotels with banquets",5.0,1,600.0,33,150,150,jaipur,3
green orchid,"banquet halls, convention / function halls",5.0,2,1200.0,21,600,1000,ncr,3
inde hotel vista woods,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,29,20,100,ncr,3
c-pearls hotel and banquet,"banquet halls, 3 star hotels with banquets",5.0,82,1200.0,30,100,500,ncr,5
rg house,"marriage garden / lawns, wedding farmhouses",5.0,1,900.0,2,900,1100,ncr,3
sahib farms and resorts,"banquet halls, marriage garden / lawns",5.0,1,1500.0,18,75,2500,ncr,3
invitation k banquets,banquet halls,5.0,1,950.0,21,950,1350,ncr,2
umang green farm,marriage garden / lawns,5.0,1,600.0,21,1500,2000,ncr,3
rudraksh farm,marriage garden / lawns,5.0,1,1500.0,21,1500,1800,ncr,1
upadhyay banquet & a/c hall,"banquet halls, convention / function halls",5.0,1,500.0,21,350,500,ncr,2
"royale banquet hall, malviya nagar","banquet halls, small function / party halls",5.0,1,1500.0,21,90,300,ncr,2
jaypee vasant continental,"4 star & above wedding hotels, banquet halls",4.6,11,2800.0,119,20,800,ncr,3
golden gate banquets,banquet halls,5.0,6,1800.0,21,250,900,ncr,2
bikanervala,small function / party halls,5.0,1,1000.0,21,80,150,ncr,2
petal banquet,"banquet halls, convention / function halls",5.0,6,700.0,21,700,850,ncr,2
caspia hotel,"banquet halls, 3 star hotels with banquets",5.0,2,1400.0,142,25,100,ncr,2
pullman & novotel - new delhi-aerocity,"4 star & above wedding hotels, banquet halls",4.8,5,3500.0,670,700,1500,ncr,3
ndmc barat ghar,"banquet halls, convention / function halls",4.8,3,750.0,21,400,600,ncr,3
sree amruthaa palace,banquet halls,5.0,0,600.0,21,400,600,chennai,2
annai arul thirumana maaligai,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,11,400,600,chennai,3
risa banquets,"banquet halls, small function / party halls",5.0,3,300000.0,14,800,2000,chennai,4
v7 hotel,"banquet halls, 3 star hotels with banquets",5.0,0,890.0,64,80,350,chennai,3
vgp pandian hall,"banquet halls, venues with rooms",5.0,0,500.0,3,300,450,chennai,4
al malick marriage hall,banquet halls,5.0,0,300.0,21,600,900,chennai,2
saibala grand hotel,"banquet halls, small function / party halls",5.0,0,450.0,21,80,200,chennai,2
dakshinamurthy auditorium,banquet halls,5.0,0,350.0,21,750,800,chennai,2
tommaso inn,"3 star hotels with banquets, small function / party halls",5.0,0,450.0,20,150,200,chennai,3
sri serndhaiyan mahal ac,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,16,700,1000,chennai,3
11th avenue,"banquet halls, venues with rooms",5.0,0,800.0,2,150,200,chennai,4
hotel blu iris,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,42,150,250,chennai,3
vk hall,"banquet halls, kalyana mandapams",5.0,0,300.0,21,300,450,chennai,2
sri padma ram ganesh mahal,"banquet halls, venues with rooms",5.0,4,200000.0,14,150,800,chennai,4
a.j.g marriage hall,banquet halls,5.0,0,800.0,5,700,1000,chennai,3
4 seasons resorts,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,700.0,11,60,100,pune,3
sahyadri banquet hall,"banquet halls, convention / function halls",5.0,0,500.0,2,300,500,pune,4
log inn plaza,"banquet halls, marriage garden / lawns",5.0,0,600.0,49,200,500,pune,3
hotel studio estique,"3 star hotels with banquets, small function / party halls",5.0,0,700.0,23,30,150,pune,3
"walvekar lawns, swargate",marriage garden / lawns,5.0,0,400.0,21,1500,2200,pune,2
e - square the fern hotel pune,"4 star & above wedding hotels, banquet halls",5.0,2,950.0,55,250,350,pune,3
kalashree banquets,"banquet halls, marriage garden / lawns",5.0,0,600.0,4,370,800,pune,4
tulja bhawani mangal karyalaya,"banquet halls, marriage garden / lawns",5.0,0,90000.0,21,200,500,pune,2
nirmal bag banquet hall,banquet halls,5.0,0,500.0,21,130,150,pune,3
bhama lake resort,"banquet halls, marriage garden / lawns",5.0,0,999.0,20,75,600,pune,3
savai farm house,"small function / party halls, venues with rooms",5.0,1,250.0,8,50,100,pune,3
vivekanand hall,"banquet halls, small function / party halls",5.0,0,250.0,21,100,150,pune,2
the green roof,banquet halls,5.0,0,850.0,21,150,170,pune,2
fames banquet hall,banquet halls,5.0,0,499.0,2,250,300,pune,3
"vinakar sabhagruh, katraj","banquet halls, convention / function halls",5.0,0,250.0,21,500,750,pune,2
pawar agro resort,marriage garden / lawns,5.0,0,500.0,21,2000,2500,pune,3
rajmata jijau sanskrutik bhavan,"banquet halls, marriage garden / lawns",5.0,0,80000.0,21,180,400,pune,3
eldeco city club house,marriage garden / lawns,5.0,0,550.0,21,200,300,lucknow,2
pomona banquets,"banquet halls, venues with rooms",5.0,0,1199.0,2,100,150,lucknow,3
royal palace,banquet halls,5.0,0,600.0,21,150,200,lucknow,2
golden garden,marriage garden / lawns,5.0,0,500.0,21,700,1000,lucknow,2
bbc lawn,marriage garden / lawns,5.0,0,60000.0,21,600,800,lucknow,3
vishesh resort,banquet halls,5.0,0,750.0,21,300,450,lucknow,2
sai vatika,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,11,350,400,lucknow,4
shivaji sabhagar,banquet halls,5.0,0,600.0,21,250,400,lucknow,2
hotel savvy grand,"banquet halls, 3 star hotels with banquets",5.0,0,1450.0,43,220,400,lucknow,3
revathy resort,marriage garden / lawns,5.0,2,600.0,21,1000,1500,lucknow,2
avadh club,"marriage garden / lawns, venues with rooms",5.0,0,350.0,5,300,450,lucknow,3
hotel vaibhav inn,"banquet halls, marriage garden / lawns",5.0,0,700.0,21,200,500,lucknow,2
yash lawns and banquets,"banquet halls, marriage garden / lawns",5.0,0,1500.0,21,60,600,lucknow,2
out - once upon a terrace,small function / party halls,5.0,0,700.0,21,50,100,jaipur,2
waylay express,marriage garden / lawns,5.0,0,650.0,21,200,500,jaipur,1
hotel shiv palace,"banquet halls, marriage garden / lawns",5.0,0,750.0,25,200,700,jaipur,2
mandana marriage garden,marriage garden / lawns,5.0,0,400.0,21,1750,2500,jaipur,2
pinkcity garden & resorts,"banquet halls, marriage garden / lawns",5.0,1,600.0,21,200,500,jaipur,1
shyam van marriage garden,"banquet halls, marriage garden / lawns",5.0,0,600.0,21,150,800,jaipur,2
hotel gitanjali,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,21,200,500,jaipur,2
royal orchid resort & banquets,"banquet halls, marriage garden / lawns",5.0,0,700.0,25,150,700,jaipur,4
heritage marriage garden,"banquet halls, marriage garden / lawns",5.0,0,600.0,35,350,2000,jaipur,3
baba paradise marriage garden,marriage garden / lawns,5.0,1,400.0,21,200,500,jaipur,1
sunrise health resort,"banquet halls, marriage garden / lawns",5.0,1,500.0,80,60,800,jaipur,3
geetanjali banquet,"banquet halls, marriage garden / lawns",5.0,3,900.0,2,300,300,jaipur,3
vasudha palace,"banquet halls, 3 star hotels with banquets",5.0,0,525.0,18,180,300,jaipur,3
pearl resort jaipur,"banquet halls, marriage garden / lawns",5.0,0,50000.0,7,200,300,jaipur,4
bara bungalow amer,"marriage garden / lawns, venues with rooms",5.0,1,1900.0,10,150,350,jaipur,3
g club,banquet halls,5.0,0,800.0,21,150,250,jaipur,2
hotel the grand majestic,"banquet halls, 3 star hotels with banquets",5.0,0,750.0,23,100,120,jaipur,3
hotel maiden residency,"banquet halls, marriage garden / lawns",5.0,5,1200.0,24,100,400,ncr,3
trident gurgaon,"4 star & above wedding hotels, destination wedding venues",5.0,10,6000.0,21,200,500,ncr,2
club bw delhi,small function / party halls,5.0,1,1400.0,21,70,100,ncr,2
priyanka's party hall,"banquet halls, convention / function halls",5.0,1,850.0,21,400,700,ncr,2
impresio farmhouses,"banquet halls, marriage garden / lawns",5.0,1,1200.0,6,50,1000,ncr,4
maidens hotel,"4 star & above wedding hotels, small function / party halls",5.0,2,2600.0,55,2450,3300,ncr,3
royal orchid banquet,"banquet halls, marriage garden / lawns",4.5,2,800.0,21,60,400,ncr,2
"the treehouse hotel, club & spa","4 star & above wedding hotels, banquet halls",4.8,4,1200.0,101,40,1200,ncr,3
royal garden,"banquet halls, marriage garden / lawns",5.0,1,300.0,21,200,400,ncr,3
devam palace,"banquet halls, marriage garden / lawns",5.0,1,3500.0,21,300,1000,ncr,2
kohli's regency,"banquet halls, marriage garden / lawns",5.0,3,2200.0,24,300,1200,ncr,3
tivoli lotus court hotels & banquets,"banquet halls, marriage garden / lawns",5.0,5,1800.0,2,1125,1500,ncr,4
galaxy hotel,"banquet halls, 3 star hotels with banquets",5.0,4,1600.0,80,30,500,ncr,3
westend club,marriage garden / lawns,5.0,1,1600.0,21,400,800,ncr,2
park inn by radisson new delhi ip extension,"4 star & above wedding hotels, destination wedding venues",5.0,3,1400.0,76,1400,1500,ncr,3
palms banquet hall,"banquet halls, marriage garden / lawns",5.0,1,80000.0,21,120,500,ncr,3
hotel chaupal,"banquet halls, 3 star hotels with banquets",5.0,1,800.0,35,20,250,ncr,3
prisha party lawn,"marriage garden / lawns, wedding farmhouses",5.0,1,450.0,2,1400,1500,ncr,3
mantra amaltas,"4 star & above wedding hotels, banquet halls",5.0,1,1200.0,42,1200,1400,ncr,3
sk premium park,"banquet halls, 3 star hotels with banquets",5.0,3,1150.0,57,30,200,ncr,3
durai mini hall,"banquet halls, small function / party halls",5.0,0,300.0,21,90,150,chennai,2
sri sudha mahal,banquet halls,5.0,1,300.0,21,500,700,chennai,2
